Code,Title,Link,CommitteeAbr,CommitteeFull,Rapporteur PartyAbr,Rapporteur PartyFull,Rapporteur,Commission DG,Commissioner,Date Committee Draft Report,Date Committee Draft Report2,Date Committee report tabled for plenary,Date Text adopted by Parliament,Code Text adopted by Parliament,Link Text adopted by Parliament,Link Summary,Date Commission response,Date Commission response2,Code Commission response,Code Commission response2,Link Commission response,Link Commission response2,Techref,Techtype,Techsubtype,Techbasis,Techstage,Techdossier
2012/2927(RSP),Impact of austerity policies on the living conditions of people with disabilities,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2012/2927(RSP)&l=en,EMPL,Employment and Social Affairs,NA,Progressive Alliance of Socialists and Democrats ,BERÈS Pervenche,"Employment, Social Affairs and Inclusion",ANDOR  László,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012/2927(RSP),RSP - Resolutions on topical subjects,Debate or resolution on oral questions,Rules of Procedure of the European Parliament EP 115-p5,Procedure completed,EMPL/7/11527
2008/0194(COD),Cross-border payments in the Community,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2008/0194(COD)&l=en,ECON,Economic and Monetary Affairs,ALDE,Alliance of Liberals and Democrats for Europe,STARKEVIČIŪTĖ Margarita,Internal Market and Services,MCCREEVY  Charlie,18/11/2008,NA,NA,24/04/2009,T6-0321/2009,http://www.europarl.europa.eu/sides/getDoc.do?type=TA&language=EN&reference=P6-TA-2009-321,http://www.europarl.europa.eu//oeil/popups/summary.do?id=1075954&t=d&l=en,25/06/2009,NA,SP(2009)3507,NA,http://www.europarl.europa.eu//oeil/spdoc.do?i=16760&j=0&l=en,NA,2008/0194(COD),COD - Ordinary legislative procedure (ex-codecision procedure),Legislation,Regulation,"
",Treaty on the Functioning of the EU TFEU 114-p1,Procedure completed,ECON/6/68355
2011/2262(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the automotive sector in Portugal,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2011/2262(BUD)&l=en,BUDG,Budgets,NA,EPP - European People's Party (Christian Democrats),MATERA Barbara,Budget,LEWANDOWSKI  Janusz,19/10/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011/2262(BUD),BUD - Budgetary procedure,Mobilisation of funds,Procedure completed,BUDG/7/07438
2011/2042(BUD),2012 budget: general guidelines for the preparation,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2011/2042(BUD)&l=en,BUDG,Budgets,NA,Progressive Alliance of Socialists and Democrats ,BALZANI Francesca,Budget,LEWANDOWSKI  Janusz,22/02/2011,NA,17/03/2011,NA,NA,NA,NA,12/09/2011,NA,SP(2011)5427,NA,http://www.europarl.europa.eu//oeil/spdoc.do?i=19815&j=0&l=en,NA,2011/2042(BUD),BUD - Budgetary procedure,Budgetary preparation,Procedure completed,BUDG/7/05379
2007/0814(CNS),Court of Auditors: appointment of Mr Michel Cretin ,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2007/0814(CNS)&l=en,CONT,Budgetary Control,PSE,Socialist Group in the European Parliament,AYALA SENDER Inés,Budget,KALLAS  Siim,17/10/2007,NA,NA,29/11/2007,T6-0565/2007,http://www.europarl.europa.eu/sides/getDoc.do?type=TA&language=EN&reference=P6-TA-2007-565,http://www.europarl.europa.eu//oeil/popups/summary.do?id=1016869&t=d&l=en,NA,NA,NA,NA,NA,NA,2007/0814(CNS),CNS - Consultation procedure,Legislation,Decision,Procedure completed,CONT/6/53507
2007/0192B(CNS),Euro: protection against counterfeiting in non-participating Member States (amend. Regulation (EC) No 1339/2001),http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2007/0192B(CNS)&l=en,LIBE,"Civil Liberties, Justice and Home Affairs",PPE-DE,European People's Party (Christian Democrats) and European Democrats,DÍAZ DE MERA GARCÍA CONSUEGRA Agustín,European Anti-Fraud Office (OLAF),KALLAS  Siim,30/04/2008,NA,NA,16/12/2008,T6-0589/2008,http://www.europarl.europa.eu/sides/getDoc.do?type=TA&language=EN&reference=P6-TA-2008-589,http://www.europarl.europa.eu//oeil/popups/summary.do?id=1061670&t=d&l=en,NA,NA,NA,NA,NA,NA,2007/0192B(CNS),CNS - Consultation procedure,Legislation,Regulation,EC Treaty (after Amsterdam) EC 308,Procedure completed,LIBE/6/70936; LIBE/6/53277
2013/0048(COD),Market surveillance of products,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2013/0048(COD)&l=en,IMCO,Internal Market and Consumer Protection,NA,EPP - European People's Party (Christian Democrats),PIETIKÄINEN Sirpa,Enterprise and Industry,TAJANI  Antonio,13/06/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013/0048(COD),COD - Ordinary legislative procedure (ex-codecision procedure),Legislation,Regulation,"
",Treaty on the Functioning of the EU TFEU 207; Treaty on the Functioning of the EU TFEU 033; Treaty on the Functioning of the EU TFEU 114,"
",Awaiting Parliament 1st reading / single reading / budget 1st stage,IMCO/7/11996
2012/0244(COD),European Banking Authority (EBA): adjustment of procedural modalities,http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2012/0244(COD)&l=en,ECON,Economic and Monetary Affairs,NA,Greens/European Free Alliance,GIEGOLD Sven,Internal Market and Services,BARNIER  Michel,09/10/2012,NA,NA,12/09/2013,T7-0371/2013,http://www.europarl.europa.eu/sides/getDoc.do?type=TA&language=EN&reference=P7-TA-2013-371,http://www.europarl.europa.eu//oeil/popups/summary.do?id=1302955&t=d&l=en,06/12/2013,NA,SP(2013)774,NA,http://www.europarl.europa.eu//oeil/spdoc.do?i=22277&j=0&l=en,NA,2012/0244(COD),COD - Ordinary legislative procedure (ex-codecision procedure),Legislation,Regulation,"
",Treaty on the Functioning of the EU TFEU 114-p1,"
",Procedure completed,ECON/7/10648
2009/0812(CNS),"European Crime Prevention Network (EUCPN). Initiative Belgium, Czech Republic, Germany, Spain, France, Hungary, Netherlands, Slovakia, Finland, Sweden and United Kingdom",http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2009/0812(CNS)&l=en,LIBE,"Civil Liberties, Justice and Home Affairs",NA,Alliance of Liberals and Democrats for Europe,ALFANO Sonia,Justice,BARROT  Jacques,06/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009/0812(CNS),CNS - Consultation procedure,Legislation,Decision,"
",Rules of Procedure of the European Parliament EP 175; Treaty on the European Union (after Amsterdam) M 030-p1; Treaty on the European Union (after Amsterdam) M 034-p2c; Treaty on the European Union (after Amsterdam) M 031,Procedure completed,LIBE/7/00532
2006/2610(RSP),"Resolution on the progress made in the European Union towards the Area of freedom, security and justice AFSJ (Articles 2 and 39 of the EU Treaty) ",http://www.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2006/2610(RSP)&l=en,NA,NA,NA,NA,NA,Justice,FRATTINI  Franco,NA,NA,NA,NA,NA,NA,NA,11/01/2007,13/02/2007,SP(2007)0054,SP(2007)0329,http://www.europarl.europa.eu//oeil/spdoc.do?i=13099&j=0&l=en,http://www.europarl.europa.eu//oeil/spdoc.do?i=13099&j=1&l=en,2006/2610(RSP),RSP - Resolutions on topical subjects,Debate or resolution on oral questions,Procedure completed
